IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost,QualityCode,ID
0,2009-09-24,ADESA,2007,2,CHEVROLET,UPLANDER FWD V6 3.9L,LS,PASSENGER EXT 3.5L,SILVER,AUTO,2,Covers,70565,AMERICAN,VAN,GM,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,18880,0,NC,7245,0,2091,YY,46600
0,2009-11-23,ADESA,2005,4,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,BLACK,AUTO,1,Alloy,73053,AMERICAN,MEDIUM,CHRYSLER,3775,4776,4577,5658,3545,4336,7005,7710,NULL,NULL,17675,0,NC,4220,0,1155,CX,46700
0,2010-03-18,ADESA,2004,6,HONDA,CIVIC,VP,4D SEDAN DX AUTO,SILVER,AUTO,2,Covers,91745,TOP LINE ASIAN,COMPACT,OTHER,4870,5835,8217,8899,4900,5715,8351,8998,NULL,NULL,18880,0,NC,7360,0,765,DV,46800
0,2010-09-28,ADESA,2007,3,SATURN,ION,2,4D SEDAN LEVEL 2,RED,AUTO,2,Covers,53129,AMERICAN,MEDIUM,GM,5967,7068,9819,10677,6035,7406,9188,10530,NULL,NULL,25100,0,TX,6225,0,671,DZ,47600
0,2009-09-24,ADESA,2007,2,FORD,TAURUS 3.0L V6 SFI,SE,4D SEDAN SE,WHITE,AUTO,1,Alloy,73371,AMERICAN,MEDIUM,FORD,5941,7142,6916,8213,5551,6818,8926,10591,NULL,NULL,3453,0,CO,4980,0,920,UF,48000
1,2010-02-25,ADESA,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,BLUE,AUTO,NULL,NULL,86289,AMERICAN,MEDIUM,CHRYSLER,7698,9061,11090,12359,7734,9081,11713,12987,NULL,NULL,3453,1,CO,6305,0,983,EO,48100
0,2009-02-18,ADESA,2005,4,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON,BLUE,AUTO,1,Alloy,71913,AMERICAN,MEDIUM SUV,CHRYSLER,9801,11297,11085,12701,10118,11588,11427,13015,NULL,NULL,21053,0,AZ,8795,0,1857,DD,48600
1,2009-02-05,ADESA,2001,8,PONTIAC,MONTANA 3.4L V 6 NA,NA,4D MINIVAN 3.4L,GOLD,AUTO,NULL,NULL,72864,AMERICAN,VAN,GM,1642,2037,2273,2700,1539,1905,2162,2557,NULL,NULL,18880,1,NC,3540,0,4922,TV,50000
0,2009-10-15,ADESA,2004,5,SUBARU,LEGACY,L 3,4D SEDAN 35TH ANNIVERSARY AWD,WHITE,AUTO,1,Alloy,79825,OTHER ASIAN,MEDIUM,OTHER,5162,7255,6075,8335,5019,6651,8861,10149,NULL,NULL,8172,0,NC,7345,0,803,NG,50500
0,2010-02-25,ADESA,2007,3,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,2,Covers,55015,AMERICAN,MEDIUM,CHRYSLER,6004,7020,9132,10292,6151,7088,9363,10355,NULL,NULL,19638,0,NC,6450,0,1086,OV,50800
0,2010-05-20,ADESA,2005,5,TOYOTA,SCION XB,Bas,4D WAGON,BLUE,AUTO,2,Covers,97821,OTHER ASIAN,MEDIUM,OTHER,5976,7326,9397,11520,5783,7178,8621,10261,NULL,NULL,22916,0,CO,6215,0,620,DV,51100
0,2009-02-25,ADESA,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BLUE,AUTO,1,Alloy,80889,AMERICAN,MEDIUM,FORD,3979,4997,4797,5897,6936,8327,7991,9493,NULL,NULL,18881,0,GA,5000,0,983,OV,51600
0,2009-03-09,ADESA,2001,8,FORD,ESCAPE 4WD V6 3.0L V,XLS,4D CUV 3.0L XLS,BLUE,AUTO,1,Alloy,81101,AMERICAN,SMALL SUV,FORD,3187,3990,3942,4809,3175,3815,3929,4620,NULL,NULL,5546,0,FL,4300,0,1803,BF,52500
0,2009-04-21,ADESA,2007,2,CHEVROLET,IMPALA V6 3.5L V6 SF,LT,4D SEDAN LT 3.5L,MAROON,AUTO,1,Alloy,73090,AMERICAN,LARGE,GM,8186,9727,9341,11005,8186,9727,9341,11005,NULL,NULL,19619,0,OH,7740,0,1974,SD,52900
0,2010-07-06,ADESA,2004,6,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,GREY,AUTO,1,Alloy,65246,AMERICAN,LARGE,GM,3921,5107,6782,8250,4005,5316,7409,8800,NULL,NULL,52117,0,OH,7095,0,1703,VP,53100
0,2010-12-15,OTHER,2007,3,FORD,FOCUS,ZX4,4D SEDAN S,GOLD,AUTO,1,Alloy,72784,AMERICAN,COMPACT,FORD,5310,6626,9095,10140,5510,7023,9064,10492,NULL,NULL,18111,0,AL,5600,0,1155,VJ,53400
0,2009-04-13,MANHEIM,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,BLUE,AUTO,2,Covers,41718,AMERICAN,MEDIUM,GM,3486,5019,4265,5921,3486,5019,4265,5921,NULL,NULL,835,0,AZ,3900,0,834,VD,54600
0,2009-03-26,MANHEIM,2003,6,CHRYSLER,VOYAGER FWD 4C 2.4L,LX,MINIVAN 2.4L LX,GREY,AUTO,1,Alloy,93745,AMERICAN,VAN,CHRYSLER,3946,5071,4762,5977,NA,NA,NA,NA,NULL,NULL,18111,0,GA,3910,0,2218,MH,55700
0,2009-11-23,MANHEIM,2007,2,CHEVROLET,MALIBU 4C,LS,4D SEDAN LS,GREY,AUTO,2,Covers,72151,AMERICAN,MEDIUM,GM,6449,7418,7465,8511,7789,9185,10889,12344,NULL,NULL,18880,0,NC,7000,0,1038,QC,56500
1,2009-12-15,MANHEIM,2005,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,81871,AMERICAN,LARGE,GM,5029,6393,8185,9751,5033,6288,8296,9623,NULL,NULL,16044,1,MD,7035,0,2152,TV,57600
0,2009-11-30,MANHEIM,2006,3,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L SE,MAROON,AUTO,2,Covers,85345,AMERICAN,VAN,FORD,5177,6481,6091,7499,5991,7372,9413,11175,NULL,NULL,20740,0,NC,6000,0,1633,ES,58300
0,2010-06-21,MANHEIM,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,MAROON,AUTO,2,Covers,64508,AMERICAN,MEDIUM,GM,7352,8683,10644,11819,7312,8449,10533,11626,NULL,NULL,99750,0,NC,6900,0,923,YP,58600
0,2009-08-04,OTHER,2005,4,DODGE,DURANGO 2WD V8 4.7L,ST,4D SUV 4.7L ST,SILVER,AUTO,1,Alloy,41383,AMERICAN,MEDIUM SUV,CHRYSLER,8080,9630,9226,10900,6506,7805,10367,11763,NULL,NULL,21053,0,CA,7905,0,975,IE,59100
0,2009-09-08,OTHER,2004,5,CHEVROLET,TRAILBLAZER 4WD 6C 4,Nor,4D SUV 4.2L LS,SILVER,AUTO,1,Alloy,79542,AMERICAN,MEDIUM SUV,GM,7476,8958,8574,10175,6428,7856,10399,11978,NULL,NULL,20234,0,CA,8005,0,1974,EF,59200
0,2010-09-06,MANHEIM,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LS,WHITE,AUTO,1,Alloy,86835,AMERICAN,MEDIUM,GM,5975,7129,9526,11262,5651,7077,9299,10819,NULL,NULL,19638,0,NC,7000,0,853,RR,59400
0,2009-06-09,MANHEIM,2006,3,SATURN,ION 2.2L I4 EFI,2,4D SEDAN LEVEL 2,SILVER,AUTO,2,Covers,47253,AMERICAN,MEDIUM,GM,5579,6823,6525,7869,5579,6823,6525,7869,NULL,NULL,16044,0,MD,5735,0,623,BY,59900
1,2009-08-05,OTHER,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,NA,4D SEDAN,BEIGE,AUTO,2,Covers,46247,OTHER ASIAN,MEDIUM,OTHER,5451,6586,6387,7613,5033,5954,8369,9662,NULL,NULL,18880,1,SC,5500,0,482,SD,60900
0,2010-05-19,OTHER,2005,5,SUZUKI,FORENZA,S,4D SEDAN,MAROON,AUTO,2,Covers,77365,OTHER ASIAN,MEDIUM,OTHER,2974,3690,5131,6435,3376,4491,6710,7543,NULL,NULL,19619,0,SC,4600,0,569,SB,61100
0,2010-07-20,OTHER,2007,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.9L LS,SILVER,AUTO,2,Covers,71733,AMERICAN,VAN,GM,7421,8171,11221,12182,6672,8079,11143,12499,NULL,NULL,99750,0,MD,7900,0,2091,MH,61900
0,2009-02-03,MANHEIM,2005,4,PONTIAC,GRAND AM V6 3.4L V6,SE,4D SEDAN SE,GOLD,AUTO,2,Covers,92473,AMERICAN,MEDIUM,GM,4092,5154,4919,6066,4508,5649,5369,6601,NULL,NULL,20207,0,TX,4160,0,2639,UU,62100
0,2009-02-17,MANHEIM,2002,7,CHRYSLER,TOWN & COUNTRY FWD V,Lim,MINIVAN 3.8L LIMITED,GOLD,AUTO,1,Alloy,66045,AMERICAN,VAN,CHRYSLER,4097,5033,4925,5936,4414,5370,5267,6300,NULL,NULL,17212,0,TX,6280,0,1711,ES,62300
0,2009-09-08,MANHEIM,2003,6,CHEVROLET,MALIBU V6 3.1L V6 SF,LS,4D SEDAN LS,GREEN,AUTO,1,Alloy,64147,AMERICAN,MEDIUM,GM,2935,4206,3670,5042,2943,3866,3678,4675,NULL,NULL,19662,0,TX,4460,0,2198,AZ,62500
0,2009-12-09,MANHEIM,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,LX,EXT MINIVAN 3.3L LX,BLUE,AUTO,2,Covers,61661,AMERICAN,VAN,CHRYSLER,6090,7464,10196,12496,5902,7386,9536,11510,NULL,NULL,21973,0,FL,7800,0,1411,RH,63400
0,2010-02-09,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LS,WHITE,AUTO,1,Alloy,76240,AMERICAN,MEDIUM,GM,5164,6495,8748,10130,5086,6657,8099,9604,NULL,NULL,20207,0,TX,7175,0,1272,VJ,63600
0,2010-08-24,MANHEIM,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LT,BLACK,AUTO,1,Alloy,67145,AMERICAN,MEDIUM,GM,6055,7443,9970,11737,6045,7384,9734,11404,NULL,NULL,17212,0,TX,7750,0,728,US,64000
0,2010-05-11,OTHER,2002,8,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES,WHITE,AUTO,1,Alloy,74589,OTHER ASIAN,MEDIUM,OTHER,2256,3193,4251,5996,2026,2836,4620,5172,NULL,NULL,3453,0,UT,5410,0,869,NY,64300
0,2009-01-28,MANHEIM,2006,3,CHRYSLER,PACIFICA FWD 3.5L V6,Tou,4D SPORT TOURING,GREEN,AUTO,1,Alloy,60995,AMERICAN,CROSSOVER,CHRYSLER,9431,11038,10685,12421,10194,11915,11510,13368,NULL,NULL,19064,0,TX,7485,0,1215,LJ,65900
0,2010-04-28,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,WHITE,AUTO,2,Covers,53062,AMERICAN,MEDIUM,CHRYSLER,7383,8722,11267,12364,7293,8754,10907,12367,NULL,NULL,20833,0,TX,7240,0,754,RR,66000
0,2009-12-17,MANHEIM,2004,5,CHEVROLET,AVALANCHE 1500 2WD V,150,4D SUV-PICKUP 5.3L Z66,RED,AUTO,1,Alloy,84154,AMERICAN,LARGE TRUCK,GM,8372,10482,12770,14824,9585,11295,14231,16071,NULL,NULL,17212,0,TX,10195,0,1373,IE,66400
0,2010-06-24,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,BROWN,MANUAL,2,Covers,70352,TOP LINE ASIAN,MEDIUM,OTHER,6221,7694,9975,11426,5507,6781,9213,10390,NULL,NULL,8655,0,TX,5110,0,686,YJ,66600
0,2010-07-22,MANHEIM,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,2,Covers,70481,AMERICAN,LARGE,GM,8015,9075,11537,12866,6814,7885,10481,11725,NULL,NULL,99750,0,TX,8000,0,1974,FY,66700
0,2010-02-04,MANHEIM,2005,5,DODGE,CARAVAN FWD V6,SXT,MINIVAN 3.3L SE,WHITE,AUTO,1,Alloy,76835,AMERICAN,VAN,CHRYSLER,3805,5038,7295,8660,5965,7032,9382,10842,NULL,NULL,18880,0,SC,5455,0,1623,UU,66800
0,2010-02-24,OTHER,2006,4,KIA,OPTIMA V6,LX,4D SEDAN LX,RED,AUTO,1,Alloy,62918,OTHER ASIAN,MEDIUM,OTHER,5766,7021,9626,10979,5850,7389,9068,10542,NULL,NULL,19638,0,SC,8200,0,728,YY,68700
0,2010-04-21,OTHER,2003,7,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,2,Covers,87353,AMERICAN,LARGE,GM,3576,4769,6095,7281,2918,4123,6376,7348,NULL,NULL,8172,0,SC,5500,0,2452,PJ,68800
0,2010-04-28,OTHER,2007,3,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,GREY,AUTO,1,Alloy,77782,AMERICAN,LARGE,FORD,9029,10905,12741,14578,8057,9984,12134,13835,NULL,NULL,18880,0,SC,7900,0,1506,DZ,68900
0,2009-02-18,MANHEIM,2007,2,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,SILVER,AUTO,2,Covers,49541,AMERICAN,LARGE,GM,7898,8863,9030,10072,7511,8472,8612,9650,NULL,NULL,21973,0,FL,7800,0,1328,TE,69100
0,2009-10-27,MANHEIM,2003,6,OLDSMOBILE,ALERO 4C 2.2L I4 MPI,GL,4D SEDAN GL2,WHITE,AUTO,2,Covers,58341,AMERICAN,MEDIUM,GM,2748,4109,3468,4938,2300,3258,5141,7282,NULL,NULL,22808,0,TX,4510,0,1469,BY,69400
0,2009-11-03,MANHEIM,2005,4,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,WHITE,AUTO,1,Alloy,55260,AMERICAN,MEDIUM,CHRYSLER,3897,5052,4709,5956,3524,4668,6901,8065,NULL,NULL,22808,0,TX,5010,0,920,DV,69500
0,2009-02-11,OTHER,2005,4,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,GOLD,AUTO,1,Alloy,65004,AMERICAN,LARGE,GM,4875,6014,5765,6995,4782,6179,5665,7173,NULL,NULL,835,0,AZ,6470,0,1703,FY,70100
0,2009-10-21,MANHEIM,2003,6,GMC,YUKON XL 1500 2WD 5.,150,4D UTILITY 5.3L SLE,GREEN,AUTO,2,Covers,84492,AMERICAN,LARGE SUV,GM,7342,8712,8429,9909,7280,8321,8362,9487,NULL,NULL,21973,0,FL,8100,0,2063,EF,70300
0,2010-01-13,MANHEIM,2005,5,FORD,EXPEDITION 2WD V8,XLS,4D SUV 5.4L XLS,SILVER,AUTO,2,Covers,51755,AMERICAN,LARGE SUV,FORD,7916,9343,12606,14414,8301,9536,13272,14348,NULL,NULL,19619,0,FL,9500,0,837,CX,70400
0,2010-04-21,MANHEIM,2006,4,DODGE,MAGNUM V6,SE,WAGON 3.5L SXT,BLUE,AUTO,1,Alloy,74815,AMERICAN,SPECIALTY,CHRYSLER,9048,10457,13116,14850,8918,10669,12875,13937,NULL,NULL,5546,0,FL,9450,0,1389,RH,71500
0,2010-07-07,MANHEIM,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,2,Covers,68935,AMERICAN,LARGE,GM,3359,4467,6555,7668,3109,4226,6308,7495,NULL,NULL,20740,0,FL,6650,0,1703,YY,71600
0,2010-09-01,MANHEIM,2005,5,CHRYSLER,PACIFICA AWD,Bas,4D SPORT,BLUE,AUTO,1,Alloy,84375,AMERICAN,CROSSOVER,CHRYSLER,7686,9048,10883,12352,5721,7203,8860,10753,NULL,NULL,20928,0,FL,6650,0,2022,CA,71700
0,2009-04-30,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,WHITE,AUTO,2,Covers,49432,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5569,6584,6515,7611,NULL,NULL,99750,0,TX,5700,0,975,OV,72000
0,2010-11-17,OTHER,2008,2,KIA,SPECTRA,EX,4D SEDAN EX,BLUE,AUTO,2,Covers,49421,OTHER ASIAN,MEDIUM,OTHER,6599,7532,9675,10588,6168,7254,9576,10304,NULL,NULL,99761,0,AZ,7200,0,482,BY,72400
0,2010-10-12,OTHER,2006,4,DODGE,STRATUS V6,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,53280,AMERICAN,MEDIUM,CHRYSLER,6746,7621,9928,10771,5435,7083,8784,10383,NO,GREEN,99750,0,TN,5800,0,1086,EO,72900
0,2009-01-06,MANHEIM,2006,3,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,RED,AUTO,1,Alloy,73435,AMERICAN,LARGE,GM,6513,7855,7534,8983,6884,8342,7935,9509,NULL,NULL,19638,0,FL,6370,0,1974,VJ,73500
0,2010-08-24,OTHER,2008,2,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,2,Covers,60463,AMERICAN,MEDIUM,CHRYSLER,6715,7529,9965,10688,6298,7014,9791,10665,NULL,NULL,99761,0,CA,6100,0,1215,VQ,74700
0,2010-06-16,MANHEIM,2005,5,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,RED,AUTO,2,Covers,80089,AMERICAN,SMALL SUV,FORD,5936,7472,9333,10821,5577,7060,8384,10288,NULL,NULL,20833,0,TX,7440,0,983,BY,75700
0,2009-11-03,MANHEIM,2006,3,SATURN,VUE 2WD 4C,NA,4D CUV 2.2L,GREY,AUTO,1,Alloy,78619,AMERICAN,MEDIUM SUV,GM,6949,8551,8005,9735,6452,7851,10566,11808,NULL,NULL,18881,0,GA,6850,0,1623,OG,75800
0,2009-03-05,MANHEIM,2005,4,FORD,FREESTAR FWD V6 3.9L,SE,PASSENGER 3.9L SE,SILVER,AUTO,3,Special,85813,AMERICAN,VAN,FORD,4643,5644,5514,6596,5532,6464,6475,7481,NULL,NULL,18881,0,SC,5455,0,1633,FY,77700
0,2010-05-06,MANHEIM,2004,6,CHEVROLET,CAVALIER 4C,Bas,2D COUPE,RED,AUTO,1,Alloy,57487,AMERICAN,COMPACT,GM,2722,3921,5527,7961,2742,3764,5365,6325,NULL,NULL,17675,0,SC,5155,0,920,AU,78100
0,2010-09-30,MANHEIM,2006,4,DODGE,DURANGO 2WD V8,Adv,4D SUV 4.7L SLT,GREY,AUTO,1,Alloy,89591,AMERICAN,MEDIUM SUV,CHRYSLER,9491,11643,13795,15553,8775,10840,13169,15054,NO,GREEN,52492,0,SC,10195,0,1503,UU,79000
0,2010-10-21,MANHEIM,2002,8,FORD,FOCUS,SE,4D WAGON SE,RED,AUTO,2,Covers,83141,AMERICAN,COMPACT,FORD,2175,3302,4577,5984,2847,3959,5615,7808,NO,GREEN,18880,0,SC,4850,0,1543,EO,79200
0,2010-06-01,MANHEIM,2007,3,SUZUKI,XL-7 2WD,NA,4D SPORT UTILITY,GOLD,AUTO,1,Alloy,71244,OTHER ASIAN,MEDIUM SUV,OTHER,NA,NA,NA,NA,10094,11680,13659,14962,NULL,NULL,20740,0,PA,8550,0,1155,SB,80500
0,2009-03-18,MANHEIM,2007,2,DODGE,CHARGER V6 3.5L V6 E,Bas,4D SEDAN 3.5L,SILVER,AUTO,2,Covers,71085,AMERICAN,SPECIALTY,CHRYSLER,11659,13104,13092,14652,11030,12548,12412,14052,NULL,NULL,20207,0,MO,9835,0,1389,TV,80800
0,2009-01-27,OTHER,2006,3,CHEVROLET,IMPALA 3.5L V6 SFI,LT,4D SEDAN LT 3.5L,SILVER,AUTO,2,Covers,88656,AMERICAN,LARGE,GM,6971,8291,8029,9454,7508,8876,8609,10086,NULL,NULL,17212,0,TX,6700,0,2152,SB,80900
0,2009-02-12,OTHER,2005,4,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,GREY,AUTO,2,Covers,66818,AMERICAN,LARGE,GM,5647,6862,6599,7911,6256,7495,7256,8595,NULL,NULL,8655,0,MS,7225,0,1703,AU,81100
0,2009-02-03,MANHEIM,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,GREEN,AUTO,2,Covers,79383,AMERICAN,VAN,CHRYSLER,5248,6203,6168,7199,6141,7469,7132,8567,NULL,NULL,23359,0,CA,5070,0,1623,YP,81900
0,2009-03-25,MANHEIM,2002,7,CHEVROLET,IMPALA 3.4L V6 SFI,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,55750,AMERICAN,LARGE,GM,3269,4171,4031,5005,2992,4091,3731,4918,NULL,NULL,5546,0,FL,5795,0,1800,RH,82200
0,2010-02-03,MANHEIM,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LS,RED,AUTO,1,Alloy,57808,AMERICAN,MEDIUM,GM,5222,6311,9432,10639,6459,7633,10432,12290,NULL,NULL,5546,0,FL,7720,0,671,GE,82400
0,2009-02-03,MANHEIM,2003,6,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,BROWN,AUTO,1,Alloy,97405,AMERICAN,MEDIUM,FORD,2688,3675,3403,4469,2787,3703,3510,4499,NULL,NULL,20833,0,TX,3810,0,1353,IL,82600
0,2010-09-21,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,WHITE,AUTO,1,Alloy,61166,AMERICAN,MEDIUM,CHRYSLER,6792,8082,10262,11557,6654,7875,10399,11169,NULL,NULL,8655,0,TX,6870,0,825,IL,83300
0,2010-10-07,MANHEIM,2006,4,CHEVROLET,MALIBU 4C,LT,4D SEDAN LT,GREY,AUTO,2,Covers,81465,AMERICAN,MEDIUM,GM,6808,8465,10146,11948,5681,7066,9053,10536,NULL,NULL,21973,0,IN,5825,0,1113,SD,83600
0,2009-09-17,OTHER,2003,6,MITSUBISHI,OUTLANDER 2WD 4C 2.4,LS,4D SPORT UTILITY LS,SILVER,AUTO,1,Alloy,81960,OTHER ASIAN,CROSSOVER,OTHER,4380,5666,5230,6619,4816,5760,8022,9184,NULL,NULL,8655,0,OK,6320,0,894,NG,84100
0,2009-05-20,MANHEIM,2005,4,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,SILVER,AUTO,2,Covers,74682,AMERICAN,MEDIUM,CHRYSLER,5569,6584,6515,7611,5248,6596,6168,7624,NULL,NULL,99750,0,TX,5000,0,1389,TE,84700
1,2009-11-04,OTHER,2006,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,NULL,NULL,73019,AMERICAN,MEDIUM,CHRYSLER,4931,5918,5825,6891,5033,5989,5936,6968,NULL,NULL,835,1,AZ,5025,0,1389,QC,85000
0,2010-11-17,MANHEIM,2003,7,DODGE,DURANGO 4WD V8,SLT,4D SUV 5.9L SLT,SILVER,AUTO,1,Alloy,90115,AMERICAN,MEDIUM SUV,CHRYSLER,6048,7801,9436,10760,5053,6444,8419,9615,NULL,NULL,99750,0,CO,7550,0,2218,RR,86000
0,2010-07-21,MANHEIM,2007,3,FORD,MUSTANG V6,Bas,2D COUPE,RED,AUTO,1,Alloy,70429,AMERICAN,SPORTS,FORD,11068,12771,15114,16621,10594,12239,14915,16117,NULL,NULL,20207,0,TX,9635,0,803,RH,86100
0,2010-10-06,MANHEIM,2005,5,DODGE,DURANGO 2WD V6,ST,4D SUV 3.7L,BLUE,AUTO,2,Covers,77925,AMERICAN,MEDIUM SUV,CHRYSLER,7173,8941,10891,11952,6030,7577,9510,10769,NULL,NULL,18111,0,TN,8245,0,1272,MD,86800
0,2009-08-24,OTHER,2008,1,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,GOLD,AUTO,2,Covers,44677,AMERICAN,MEDIUM,CHRYSLER,7367,7990,8456,9129,6805,7301,7849,8385,NULL,NULL,99761,0,OK,7400,0,693,IL,86900
0,2010-02-01,OTHER,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,1,Alloy,52817,AMERICAN,MEDIUM,CHRYSLER,7957,8881,11865,12552,9111,10012,12397,13175,NULL,NULL,99761,0,OK,7200,0,920,CX,87300
0,2009-11-04,OTHER,2004,5,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,GOLD,AUTO,1,Alloy,68134,AMERICAN,LARGE,GM,3974,4860,4792,5749,3564,4632,7163,8243,NULL,NULL,17212,0,OK,5965,0,1703,VJ,87800
0,2009-11-16,OTHER,2008,1,PONTIAC,G6 V6,GT,4D SEDAN GT,RED,AUTO,1,Alloy,48736,AMERICAN,MEDIUM,GM,8753,9413,9953,10666,8796,9412,12987,13897,NULL,NULL,99761,0,FL,8400,0,905,US,88500
0,2009-11-18,MANHEIM,2004,5,HYUNDAI,SONATA V6,Bas,4D SEDAN,GOLD,AUTO,3,Special,76033,OTHER ASIAN,MEDIUM,OTHER,3748,4937,4548,5832,3359,4507,6485,7807,NULL,NULL,16926,0,CA,4975,0,803,BL,89200
0,2010-01-20,MANHEIM,2004,6,KIA,SPECTRA,EX,4D SEDAN EX,RED,AUTO,2,Covers,80185,OTHER ASIAN,MEDIUM,OTHER,3009,3872,6284,7295,3771,4563,6776,7567,NULL,NULL,16926,0,CA,4070,0,594,TE,89300
0,2010-02-03,MANHEIM,2005,5,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,BLUE,AUTO,NULL,NULL,73781,AMERICAN,MEDIUM SUV,CHRYSLER,8006,9408,11677,14035,8848,10227,11999,13643,NULL,NULL,16926,0,CA,9240,0,1740,EF,89400
0,2009-02-03,ADESA,2007,2,CHEVROLET,EQUINOX FWD V6 3.4L,LT,4D SUV LT,MAROON,AUTO,1,Alloy,84241,AMERICAN,MEDIUM SUV,GM,10365,11870,11694,13320,10114,11141,11423,12532,NULL,NULL,22808,0,TX,7815,0,1503,NG,90000
0,2010-05-05,OTHER,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,WHITE,AUTO,1,Alloy,74538,AMERICAN,MEDIUM SUV,GM,8335,9929,12642,14259,7834,9815,12170,13544,NULL,NULL,19619,0,FL,8950,0,1974,VQ,90300
1,2010-05-21,ADESA,2006,4,JEEP,COMMANDER 2WD V6,Bas,4D WAGON,GREEN,AUTO,NULL,NULL,81495,AMERICAN,LARGE SUV,CHRYSLER,11909,13810,16019,17157,11885,13846,15875,17195,NULL,NULL,16926,1,CA,10590,0,1893,YP,91900
0,2009-12-30,ADESA,2005,4,DODGE,DURANGO 4WD V8,SLT,4D SUV 4.7L,SILVER,AUTO,1,Alloy,84536,AMERICAN,MEDIUM SUV,CHRYSLER,8541,9986,12855,14563,8315,9972,12689,14229,NULL,NULL,21053,0,AZ,9455,0,1763,UF,93000
0,2010-10-28,MANHEIM,2004,6,MAZDA,MAZDA3,s,4D SEDAN I,GREY,AUTO,1,Alloy,94796,OTHER ASIAN,MEDIUM,OTHER,4349,5531,6669,8002,5175,6457,8390,9439,NO,GREEN,18822,0,TX,5680,0,1197,NF,94300
